1500,10,0,2000,0
1500,10,0,2000,0
1500,10,0,2000,0
1090,10,38,2000,0
1080,10,38,2000,0
1070,10,38,2000,0
1060,10,38,2000,0
1050,10,38,2000,0
1040,10,38,2000,0
1030,10,38,2000,0
1020,10,38,2000,0
1010,10,38,2000,0
1000,10,38,2000,0
990,10,38,2000,0
980,10,38,2000,0
970,10,38,2000,0
960,10,38,2000,0
950,10,38,2000,0
940,10,38,2000,0
930,10,38,2000,0
920,10,38,2000,0
910,10,38,2000,0
900,10,38,2000,0
890,10,38,2000,0
880,10,38,2000,0
870,10,38,2000,0
860,10,38,2000,0
850,10,38,2000,0
840,10,38,2000,0
830,10,38,2000,0
820,10,38,2000,0
810,10,38,2000,0
800,10,38,2000,0
790,10,38,2000,0
780,10,38,2000,0
770,10,38,2000,0
760,10,38,2000,0
750,10,38,2000,0
740,10,38,2000,0
730,10,38,2000,0
720,10,38,2000,0
710,10,38,2000,0
700,10,38,2000,0
690,10,38,2000,0
680,10,38,2000,0
670,10,38,2000,0
660,10,38,2000,0
650,10,38,2000,0
640,10,38,2000,0
630,10,38,2000,0
620,10,38,2000,0
610,10,38,2000,0
600,10,38,2000,0
590,10,38,2000,0
580,10,38,2000,0
570,10,38,2000,0
560,10,38,2000,0
550,10,38,2000,0
540,10,38,2000,0
530,10,38,2000,0
520,10,38,2000,0
510,10,38,2000,0
500,10,38,2000,0
490,10,38,2000,0
480,10,38,2000,0
470,10,38,2000,0
460,10,38,2000,0
450,10,38,2000,0
440,10,38,2000,0
430,10,38,2000,0
420,10,38,2000,0
410,10,38,2000,0
400,10,38,2000,0
390,10,38,2000,0
380,10,38,2000,0
370,10,38,2000,0
360,10,38,2000,0
350,10,38,2000,0
340,10,38,2000,0
330,10,38,2000,0
320,10,38,2000,0
310,10,38,2000,0
300,10,38,2000,0
290,10,38,2000,0
280,10,38,2000,0
270,10,38,2000,0
260,10,38,2000,0
250,10,38,2000,0
240,10,38,2000,1
230,10,38,2000,1
220,10,38,2000,1
210,10,38,2000,1
200,10,38,2000,1
190,10,38,1090,1
180,10,38,1080,1
170,10,38,1070,1
160,10,38,1060,1
150,10,38,1050,1
140,10,38,1040,1
130,10,38,1030,0
120,10,38,1020,0
110,10,38,1010,0
100,10,38,1000,0
90,10,38,990,0
80,10,38,980,0
70,10,38,970,0
60,10,38,960,0
50,10,38,950,0
40,10,38,940,0
30,10,38,930,0
20,10,38,920,0
10,10,38,910,0
0,10,38,900,0
-10,10,38,890,0
-20,10,38,880,0
870,10,38,2000,0
860,10,38,2000,0
850,10,38,2000,0
840,10,38,2000,0
830,10,38,2000,0
820,10,38,2000,0
810,10,38,2000,0
800,10,38,2000,0
790,10,38,2000,0
780,10,38,2000,0
770,10,38,2000,0
760,10,38,2000,0
750,10,38,2000,0
740,10,38,2000,0
730,10,38,2000,0
720,10,38,2000,0
710,10,38,2000,0
700,10,38,2000,0
690,10,38,2000,0
680,10,38,2000,0
670,10,38,2000,0
660,10,38,2000,0
650,10,38,2000,0
640,10,38,2000,0
630,10,38,2000,0
620,10,38,2000,0
610,10,38,2000,0
600,10,38,2000,0
590,10,38,2000,0
580,10,38,2000,0
570,10,38,2000,0
560,10,38,2000,0
550,10,38,2000,0
540,10,38,2000,0
530,10,38,2000,0
520,10,38,2000,0
510,10,38,2000,0
500,10,38,2000,0
490,10,38,2000,0
480,10,38,2000,0
